structures,Li volume,CSM,index
7,6.756699244,8.085705347,7.1
7,7.336482834,2.476591088,7.12
7,6.44972483,10.11549003,7.14
7,7.252249223,4.173741941,7.16
7,6.800944993,8.076639948,7.18
7,7.316254208,4.6971608,7.2
7,6.773961357,8.778572603,7.22
7,7.467878739,2.403309008,7.24
7,7.203430208,3.808917847,7.26
7,6.903350129,7.913521144,7.28
7,7.031410775,6.225384192,7.3
7,6.696036236,8.666300129,7.32
8,7.213470791,2.046944747,7.7
8,7.225892723,1.931374232,7.72
8,7.372764413,1.633298796,7.74
8,7.312609876,1.845783998,7.76
8,5.224491057,12.35398125,7.78
8,5.156721223,12.48243453,7.8
8,4.685159575,14.97298058,7.82
8,4.426142398,15.99997129,7.84
8,7.416095577,1.833115119,7.86
8,7.311619183,1.961741699,7.88
8,7.177866974,2.00147728,7.9
8,7.222327273,2.186579746,7.92
8,4.677697626,15.037237,7.94
8,5.01705858,13.58770432,7.96
8,5.691185123,10.52321107,7.98
8,5.424776895,11.39751427,8
8,7.406000595,1.725328017,8.02
8,7.337910935,1.680944177,8.04
8,7.210719929,1.894395517,8.06
8,7.160109019,2.191376803,8.08
8,5.219357264,12.90418021,8.1
8,4.400356886,16.15021201,8.12
8,5.250383147,12.30881211,8.14
8,5.190152823,12.26026818,8.16
8,7.173104746,1.983879897,8.18
8,7.249591762,1.789410148,8.2
8,7.377664196,1.796963993,8.22
8,7.347000523,1.904238919,8.24
8,5.583276023,10.72926173,8.26
8,4.98432639,13.58219111,8.28
8,4.46480805,15.94119305,8.3
8,4.928093098,13.99887288,8.32
9,7.293713912,6.681108489,8.7
9,7.399594287,6.562382853,8.72
9,7.255254708,7.166646775,8.74
9,7.287075862,6.94683263,8.76
9,7.345485799,6.736745726,8.78
9,7.421245729,6.711210652,8.8
9,7.335762013,6.883010351,8.82
9,7.399344159,6.699476601,8.84
9,7.270556001,6.857103281,8.86
9,7.183298178,7.1371637,8.88
9,7.215479058,7.110986137,8.9
9,7.345651805,6.74779024,8.92
9,7.33997137,6.485032766,8.94
9,7.230683259,7.129887589,8.96
9,7.428266448,6.703464626,8.98
9,7.271562018,6.836009409,9
9,7.252982597,2.325149205,9.02
9,7.30526987,2.927767438,9.04
9,7.273328488,2.690477166,9.06
9,7.230140565,2.436901588,9.08
9,7.295166117,2.414214438,9.1
9,7.309020299,3.016268006,9.12
9,7.319268285,2.230663696,9.14
9,7.161865299,3.283287724,9.16
9,7.233041795,2.778037883,9.18
9,7.2417103,2.534506497,9.2
9,7.358386596,2.625511611,9.22
9,7.295655505,2.506603656,9.24
9,7.229050625,2.532788505,9.26
9,7.275456713,2.395377855,9.28
9,7.220257452,2.422446416,9.3
9,7.234892264,2.305320405,9.32
10,7.522857518,4.865383539,9.7
10,7.562825364,5.348256171,9.72
10,7.630511815,5.43530408,9.74
10,7.772463979,5.846484695,9.76
10,6.876451724,9.087533079,9.78
10,7.170322283,7.804800935,9.8
10,7.956920869,4.008330615,9.82
10,7.724177724,5.275263273,9.84
10,7.428592538,6.308781907,9.86
10,6.580574491,10.26377329,9.88
10,7.395997694,8.024787263,9.9
10,7.412453568,7.084088697,9.92
10,6.90711833,8.970645201,9.94
10,7.610991631,5.838084947,9.96
10,7.822786185,5.80106162,9.98
10,6.671322397,9.616592349,10
10,6.943480829,8.682020168,10.02
10,7.565932869,5.694353918,10.04
10,7.55662047,6.613477263,10.06
10,7.545876331,6.350155591,10.08
10,7.550536805,5.67841193,10.1
10,7.839424413,5.977604779,10.12
10,7.512103854,6.674585298,10.14
10,7.862223898,4.687455447,10.16
10,7.676164265,5.494047593,10.18
10,7.900661652,5.02547962,10.2
10,7.641565528,5.88338905,10.22
10,7.124540955,7.102715903,10.24
10,7.108825825,7.456830273,10.26
10,7.194712444,8.155410718,10.28
10,7.634531227,5.788645572,10.3
10,7.451621541,6.154084677,10.32
